id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,capacite_inscriptions,horaires_ouverture,statut
ELECAM-DOU-0063,Bureau ELECAM Douala V — PK8,Douala,Douala V,PK8,4.027207,9.723243,+237 691 031 104,bureauelecam@yahoo.fr,4528,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0064,Bureau ELECAM Douala VI — Mbanya,Douala,Douala VI,Mbanya,3.996026,9.73842,+237 233 979 572,bureauelecam@gmail.com,3520,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0065,Bureau ELECAM Douala IV — Soboum,Douala,Douala IV,Soboum,3.987543,9.735253,+237 243 535 515,bureauelecam@gmail.com,4994,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0066,Point d'Inscription ELECAM Cite SIC,Douala,Douala III,Cite SIC,4.080324,9.726567,+237 693 334 801,pointdinscri@elecam.cm,1315,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0067,Point ELECAM Bepanda 67,Douala,Douala V,Bepanda,3.973881,9.71692,+237 690 398 260,pointelecamb@gmail.com,3550,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0068,Centre ELECAM de Bonapriso,Douala,Douala II,Bonapriso,4.083576,9.666562,+237 690 528 279,centreelecam@yahoo.fr,2093,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0069,Centre ELECAM de New Bell,Douala,Douala V,New Bell,3.992042,9.64264,+237 690 323 524,centreelecam@gmail.com,4326,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0070,Point ELECAM Logpom 70,Douala,Douala VI,Logpom,4.079373,9.746915,+237 695 652 672,pointelecaml@gmail.com,2617,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0071,Point ELECAM Akwa 71,Douala,Douala II,Akwa,4.065472,9.655189,+237 690 802 061,pointelecama@yahoo.fr,1560,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0072,Centre ELECAM de Japoma,Douala,Douala V,Japoma,4.048666,9.726132,+237 690 459 241,centreelecam@elecam.cm,4188,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0073,Point d'Inscription ELECAM New Bell,Douala,Douala V,New Bell,4.015491,9.75669,+237 243 556 410,pointdinscri@yahoo.fr,1487,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0074,Bureau ELECAM Douala III — Nyalla Extension,Douala,Douala III,Nyalla Extension,4.134173,9.738698,+237 692 781 123,bureauelecam@gmail.com,4391,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0075,Agence ELECAM Bessengue 75,Douala,Douala III,Bessengue,4.026286,9.720069,+237 222 341 771,agenceelecam@gmail.com,2632,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0076,Bureau ELECAM Douala I — Logbessou,Douala,Douala I,Logbessou,4.073185,9.654254,+237 693 264 663,bureauelecam@elecam.cm,4694,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0077,Point ELECAM Ndogpassi 77,Douala,Douala VI,Ndogpassi,4.097161,9.67551,+237 243 256 721,pointelecamn@elecam.cm,2488,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0078,Agence ELECAM Bessengue 78,Douala,Douala I,Bessengue,4.066365,9.677288,+237 233 275 625,agenceelecam@yahoo.fr,1342,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0079,Point ELECAM Bonaloka 79,Douala,Douala V,Bonaloka,4.071771,9.699174,+237 242 867 206,pointelecamb@elecam.cm,4245,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0080,Centre d'Inscription Électorale de Deido,Douala,Douala VI,Deido,4.0983,9.749082,+237 677 179 166,centredinscr@gmail.com,798,Lun–Ven 08h00–15h30,En rénovation
ELECAM-DOU-0081,Bureau ELECAM Douala II — Kotto,Douala,Douala II,Kotto,4.033241,9.793475,+237 691 840 829,bureauelecam@elecam.cm,1687,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0082,Point d'Inscription ELECAM Nkongmondo,Douala,Douala I,Nkongmondo,4.062831,9.693106,+237 243 418 402,pointdinscri@elecam.cm,3967,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0083,Agence ELECAM PK14 83,Douala,Douala II,PK14,3.983656,9.656709,+237 695 540 722,agenceelecam@elecam.cm,4254,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0084,Point ELECAM Bonanjo 84,Douala,Douala I,Bonanjo,4.111438,9.712476,+237 678 160 960,pointelecamb@gmail.com,4044,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0085,Centre ELECAM de PK10,Douala,Douala V,PK10,4.094874,9.704884,+237 242 190 655,centreelecam@elecam.cm,1800,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0086,Bureau ELECAM Douala I — Japoma,Douala,Douala I,Japoma,4.031197,9.746493,+237 693 511 567,bureauelecam@elecam.cm,870,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0087,Point ELECAM Bonaloka 87,Douala,Douala IV,Bonaloka,4.140362,9.697851,+237 679 154 289,pointelecamb@gmail.com,3031,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0088,Point d'Inscription ELECAM PK12,Douala,Douala V,PK12,4.021407,9.741465,+237 233 764 838,pointdinscri@elecam.cm,848,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0089,Centre ELECAM de Bonamoussadi,Douala,Douala V,Bonamoussadi,4.005334,9.772463,+237 222 078 221,centreelecam@yahoo.fr,760,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0090,Point ELECAM Nyalla 90,Douala,Douala II,Nyalla,4.047598,9.731937,+237 222 503 433,pointelecamn@gmail.com,919,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0091,Agence ELECAM Boko 91,Douala,Douala V,Boko,4.017467,9.64958,+237 679 057 441,agenceelecam@elecam.cm,2766,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0092,Point d'Inscription ELECAM Nyalla Extension,Douala,Douala I,Nyalla Extension,4.098567,9.715738,+237 222 703 645,pointdinscri@elecam.cm,3454,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0093,Point d'Inscription ELECAM Mbanya,Douala,Douala VI,Mbanya,4.110704,9.707994,+237 233 793 900,pointdinscri@elecam.cm,1505,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-DOU-0094,Centre ELECAM de Mboppi,Douala,Douala IV,Mboppi,3.989949,9.754717,+237 693 099 162,centreelecam@elecam.cm,3231,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0095,Point ELECAM Sodiko 95,Douala,Douala III,Sodiko,4.005087,9.753129,+237 692 783 445,pointelecams@gmail.com,4012,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0096,Centre d'Inscription Électorale de Soboum,Douala,Douala VI,Soboum,4.021762,9.715425,+237 677 755 162,centredinscr@gmail.com,4388,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0097,Point ELECAM New Bell 97,Douala,Douala VI,New Bell,4.05671,9.786777,+237 243 496 063,pointelecamn@elecam.cm,2176,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0098,Centre ELECAM de Koumassi,Douala,Douala III,Koumassi,4.02782,9.718402,+237 243 128 657,centreelecam@yahoo.fr,4661,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-DOU-0099,Bureau ELECAM Douala I — Sodiko,Douala,Douala I,Sodiko,4.094644,9.751961,+237 679 804 630,bureauelecam@elecam.cm,4689,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0100,Point ELECAM Nyalla Extension 100,Douala,Douala VI,Nyalla Extension,4.020908,9.76077,+237 694 689 415,pointelecamn@yahoo.fr,2951,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0101,Agence ELECAM Ndogbong 101,Douala,Douala V,Ndogbong,4.126482,9.666911,+237 691 224 739,agenceelecam@yahoo.fr,4872,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0102,Agence ELECAM PK10 102,Douala,Douala III,PK10,4.052752,9.625434,+237 678 865 574,agenceelecam@elecam.cm,3232,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0103,Agence ELECAM Logbessou 103,Douala,Douala V,Logbessou,4.009794,9.633836,+237 692 027 356,agenceelecam@yahoo.fr,3393,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0104,Agence ELECAM Soboum 104,Douala,Douala IV,Soboum,4.088367,9.645345,+237 695 472 757,agenceelecam@gmail.com,2146,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0105,Point ELECAM PK14 105,Douala,Douala III,PK14,4.062659,9.732977,+237 691 110 785,pointelecamp@yahoo.fr,2962,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0106,Point ELECAM Makepe 106,Douala,Douala VI,Makepe,4.093761,9.688133,+237 695 828 098,pointelecamm@yahoo.fr,529,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0107,Point d'Inscription ELECAM Bepanda,Douala,Douala II,Bepanda,4.127774,9.721575,+237 677 937 682,pointdinscri@yahoo.fr,1927,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0108,Centre ELECAM de Nyalla,Douala,Douala V,Nyalla,4.005414,9.681712,+237 233 962 493,centreelecam@gmail.com,3463,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0109,Bureau ELECAM Douala IV — Mboppi,Douala,Douala IV,Mboppi,4.00746,9.712759,+237 222 117 493,bureauelecam@yahoo.fr,2769,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0110,Agence ELECAM Bonaloka 110,Douala,Douala VI,Bonaloka,3.978014,9.702256,+237 693 746 593,agenceelecam@gmail.com,1974,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0111,Point ELECAM Cité des Palmiers 111,Douala,Douala V,Cité des Palmiers,4.116539,9.685314,+237 678 356 770,pointelecamc@elecam.cm,2427,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0112,Point ELECAM Ndog-Bea 112,Douala,Douala V,Ndog-Bea,3.993688,9.774912,+237 695 996 239,pointelecamn@gmail.com,4906,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0113,Point d'Inscription ELECAM Nyalla,Douala,Douala I,Nyalla,4.131786,9.684967,+237 691 610 702,pointdinscri@gmail.com,3611,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0114,Bureau ELECAM Douala I — Ndokoti,Douala,Douala I,Ndokoti,4.087659,9.703003,+237 694 523 313,bureauelecam@yahoo.fr,1199,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0115,Point ELECAM Bonanjo 115,Douala,Douala II,Bonanjo,4.058374,9.637429,+237 690 238 964,pointelecamb@elecam.cm,1051,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0116,Bureau ELECAM Douala II — Bassa,Douala,Douala II,Bassa,4.039134,9.711587,+237 242 149 646,bureauelecam@gmail.com,4312,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0117,Point ELECAM Nyalla Extension 117,Douala,Douala VI,Nyalla Extension,4.031194,9.739282,+237 694 662 762,pointelecamn@yahoo.fr,1553,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0118,Centre d'Inscription Électorale de Nyalla Extension,Douala,Douala III,Nyalla Extension,4.004395,9.762283,+237 678 896 699,centredinscr@gmail.com,1313,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0119,Bureau ELECAM Douala V — PK14,Douala,Douala V,PK14,4.118185,9.657565,+237 677 039 111,bureauelecam@yahoo.fr,2689,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0120,Bureau ELECAM Douala VI — PK10,Douala,Douala VI,PK10,4.031433,9.654682,+237 694 974 804,bureauelecam@gmail.com,1782,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0121,Point ELECAM PK10 121,Douala,Douala I,PK10,4.035981,9.682126,+237 694 166 901,pointelecamp@gmail.com,3835,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-DOU-0122,Agence ELECAM Bonapriso 122,Douala,Douala IV,Bonapriso,4.110056,9.757302,+237 695 929 146,agenceelecam@elecam.cm,2143,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0123,Agence ELECAM Nzeng-Ayong 123,Douala,Douala IV,Nzeng-Ayong,4.020131,9.647646,+237 678 161 057,agenceelecam@elecam.cm,3515,Lun–Ven 08h00–15h30,En rénovation
ELECAM-DOU-0124,Centre d'Inscription Électorale de Ndoghem,Douala,Douala III,Ndoghem,4.118661,9.655768,+237 694 940 023,centredinscr@elecam.cm,2499,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0125,Agence ELECAM Bessengue 125,Douala,Douala II,Bessengue,4.037673,9.795946,+237 690 802 645,agenceelecam@elecam.cm,4992,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-DOU-0126,Point ELECAM Logbessou 126,Douala,Douala III,Logbessou,3.981484,9.749175,+237 694 791 338,pointelecaml@gmail.com,2838,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0127,Centre ELECAM de Ndog-Passi III,Douala,Douala V,Ndog-Passi III,3.978763,9.655488,+237 233 567 598,centreelecam@elecam.cm,3109,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0128,Point ELECAM Nkongmondo 128,Douala,Douala VI,Nkongmondo,4.076811,9.741591,+237 677 702 815,pointelecamn@yahoo.fr,1944,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0129,Bureau ELECAM Douala V — Bonaloka,Douala,Douala V,Bonaloka,3.964937,9.73094,+237 677 491 698,bureauelecam@elecam.cm,3302,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0130,Point ELECAM Japoma 130,Douala,Douala IV,Japoma,4.088496,9.731387,+237 695 784 341,pointelecamj@elecam.cm,3226,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-DOU-0131,Bureau ELECAM Douala III — Cité des Palmiers,Douala,Douala III,Cité des Palmiers,4.074608,9.668003,+237 222 814 388,bureauelecam@gmail.com,4779,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-DOU-0132,Agence ELECAM Bonanjo 132,Douala,Douala V,Bonanjo,4.01446,9.640667,+237 694 862 995,agenceelecam@gmail.com,507,Lun–Ven 07h30–14h30,Opérationnel
