id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,capacite_inscriptions,horaires_ouverture,statut
ELECAM-YAO-0024,Bureau ELECAM Yaoundé VI — Mendong,Yaoundé,Yaoundé VI,Mendong,3.924939,11.435765,+237 242 414 538,bureauelecam@elecam.cm,3461,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0025,Centre d'Inscription Électorale de Nkoabang,Yaoundé,Yaoundé II,Nkoabang,3.74272,11.495109,+237 691 361 704,centredinscr@elecam.cm,4396,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0026,Centre d'Inscription Électorale de Mvog-Ada,Yaoundé,Yaoundé VII,Mvog-Ada,3.796056,11.570937,+237 691 545 360,centredinscr@elecam.cm,4665,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0027,Centre d'Inscription Électorale de Obili,Yaoundé,Yaoundé VI,Obili,3.926061,11.546801,+237 242 627 202,centredinscr@elecam.cm,3211,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0028,Centre d'Inscription Électorale de Étoa-Meki,Yaoundé,Yaoundé IV,Étoa-Meki,3.80337,11.523031,+237 222 021 712,centredinscr@yahoo.fr,837,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0029,Bureau ELECAM Yaoundé VII — Santa Barbara,Yaoundé,Yaoundé VII,Santa Barbara,3.854643,11.59932,+237 693 210 456,bureauelecam@gmail.com,2375,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0030,Point d'Inscription ELECAM Nsam,Yaoundé,Yaoundé I,Nsam,3.900567,11.475223,+237 691 098 468,pointdinscri@gmail.com,3536,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0031,Centre ELECAM de Mvog-Mbi,Yaoundé,Yaoundé V,Mvog-Mbi,3.832935,11.561817,+237 695 580 416,centreelecam@yahoo.fr,2004,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0032,Point d'Inscription ELECAM Biyem-Assi,Yaoundé,Yaoundé VI,Biyem-Assi,3.769892,11.448058,+237 679 133 567,pointdinscri@gmail.com,4961,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0033,Point d'Inscription ELECAM Tsinga,Yaoundé,Yaoundé VI,Tsinga,3.951146,11.522528,+237 695 352 129,pointdinscri@elecam.cm,2715,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0034,Point ELECAM Tsinga 34,Yaoundé,Yaoundé III,Tsinga,3.900034,11.521494,+237 679 194 881,pointelecamt@yahoo.fr,4882,Lun–Ven 08h00–15h30,En rénovation
ELECAM-YAO-0035,Bureau ELECAM Yaoundé III — Odza,Yaoundé,Yaoundé III,Odza,3.874755,11.418411,+237 690 301 191,bureauelecam@gmail.com,3680,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-YAO-0036,Centre d'Inscription Électorale de Nkol-Eton,Yaoundé,Yaoundé VII,Nkol-Eton,3.904484,11.463405,+237 243 306 212,centredinscr@yahoo.fr,2684,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0037,Centre ELECAM de Djoungolo,Yaoundé,Yaoundé VII,Djoungolo,3.812821,11.598714,+237 695 964 908,centreelecam@yahoo.fr,2040,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0038,Point d'Inscription ELECAM Mokolo,Yaoundé,Yaoundé VII,Mokolo,3.790321,11.408884,+237 677 436 370,pointdinscri@gmail.com,1037,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0039,Centre d'Inscription Électorale de Essos,Yaoundé,Yaoundé V,Essos,3.865299,11.600767,+237 692 369 685,centredinscr@elecam.cm,2271,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0040,Centre ELECAM de Briqueterie,Yaoundé,Yaoundé III,Briqueterie,3.832881,11.454235,+237 242 810 679,centreelecam@gmail.com,3234,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0041,Centre ELECAM de Ngousso,Yaoundé,Yaoundé IV,Ngousso,3.828638,11.47239,+237 243 229 458,centreelecam@gmail.com,2656,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0042,Agence ELECAM Nkol-Eton 42,Yaoundé,Yaoundé V,Nkol-Eton,3.760075,11.485819,+237 233 099 289,agenceelecam@yahoo.fr,1328,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0043,Centre ELECAM de Mendong,Yaoundé,Yaoundé VI,Mendong,3.872527,11.424201,+237 678 475 489,centreelecam@yahoo.fr,3274,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0044,Bureau ELECAM Yaoundé I — Simbock,Yaoundé,Yaoundé I,Simbock,3.781897,11.462485,+237 695 621 913,bureauelecam@yahoo.fr,3643,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0045,Agence ELECAM Nkolbikok 45,Yaoundé,Yaoundé I,Nkolbikok,3.854529,11.425526,+237 695 387 559,agenceelecam@yahoo.fr,3909,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0046,Centre ELECAM de Carrière,Yaoundé,Yaoundé II,Carrière,3.856674,11.595605,+237 694 825 022,centreelecam@yahoo.fr,1870,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0047,Point d'Inscription ELECAM Nkol-Eton,Yaoundé,Yaoundé VII,Nkol-Eton,3.796732,11.482483,+237 695 780 724,pointdinscri@gmail.com,4636,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0048,Bureau ELECAM Yaoundé VI — Mimboman,Yaoundé,Yaoundé VI,Mimboman,3.89192,11.440563,+237 222 661 577,bureauelecam@elecam.cm,1414,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0049,Agence ELECAM Nkolbisson 49,Yaoundé,Yaoundé III,Nkolbisson,3.82504,11.550643,+237 694 879 530,agenceelecam@elecam.cm,1537,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0050,Centre ELECAM de Biteng,Yaoundé,Yaoundé VII,Biteng,3.761719,11.51918,+237 678 245 841,centreelecam@gmail.com,2186,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0051,Point ELECAM Ngousso 51,Yaoundé,Yaoundé V,Ngousso,3.924537,11.506941,+237 694 713 253,pointelecamn@gmail.com,3897,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0052,Point ELECAM Tsinga 52,Yaoundé,Yaoundé III,Tsinga,3.780713,11.498007,+237 233 152 311,pointelecamt@gmail.com,4174,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0053,Bureau ELECAM Yaoundé I — Nkolbikok,Yaoundé,Yaoundé I,Nkolbikok,3.819026,11.519331,+237 691 665 551,bureauelecam@gmail.com,2019,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0054,Bureau ELECAM Yaoundé V — Ngousso,Yaoundé,Yaoundé V,Ngousso,3.804688,11.592152,+237 678 425 975,bureauelecam@elecam.cm,4877,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0055,Agence ELECAM Omnisports 55,Yaoundé,Yaoundé II,Omnisports,3.803566,11.582714,+237 243 423 775,agenceelecam@gmail.com,4161,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0056,Centre d'Inscription Électorale de Ekounou,Yaoundé,Yaoundé IV,Ekounou,3.836716,11.443592,+237 690 195 699,centredinscr@yahoo.fr,4844,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0057,Point ELECAM Biteng 57,Yaoundé,Yaoundé II,Biteng,3.815556,11.409874,+237 692 493 428,pointelecamb@elecam.cm,3918,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0058,Point ELECAM Kondengui 58,Yaoundé,Yaoundé I,Kondengui,3.785998,11.569597,+237 678 922 462,pointelecamk@elecam.cm,4220,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0059,Agence ELECAM Ngoa-Ekélé 59,Yaoundé,Yaoundé VII,Ngoa-Ekélé,3.863958,11.547484,+237 222 439 702,agenceelecam@elecam.cm,3228,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0060,Point ELECAM Mvog-Ada 60,Yaoundé,Yaoundé II,Mvog-Ada,3.897359,11.515199,+237 679 218 809,pointelecamm@yahoo.fr,2441,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0061,Point d'Inscription ELECAM Omnisports,Yaoundé,Yaoundé II,Omnisports,3.826575,11.462,+237 692 560 974,pointdinscri@gmail.com,4037,Lun–Sam 07h30–15h00,Temporairement fermé
ELECAM-YAO-0062,Centre d'Inscription Électorale de Omnisports,Yaoundé,Yaoundé II,Omnisports,3.860585,11.596143,+237 691 293 282,centredinscr@elecam.cm,4584,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0063,Point ELECAM Étoa-Meki 63,Yaoundé,Yaoundé II,Étoa-Meki,3.82436,11.428092,+237 691 396 144,pointelecamé@yahoo.fr,2933,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0064,Centre ELECAM de Omnisports,Yaoundé,Yaoundé V,Omnisports,3.861581,11.548102,+237 679 847 127,centreelecam@gmail.com,4634,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0065,Point d'Inscription ELECAM Nkomo,Yaoundé,Yaoundé I,Nkomo,3.853879,11.414496,+237 677 527 741,pointdinscri@yahoo.fr,4555,Lun–Sam 08h00–16h00,En rénovation
ELECAM-YAO-0066,Bureau ELECAM Yaoundé VII — Simbock,Yaoundé,Yaoundé VII,Simbock,3.925063,11.578605,+237 677 981 105,bureauelecam@gmail.com,4188,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0067,Point ELECAM Nsimeyong 67,Yaoundé,Yaoundé II,Nsimeyong,3.886774,11.583749,+237 690 283 656,pointelecamn@elecam.cm,2616,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0068,Centre ELECAM de Mfandena,Yaoundé,Yaoundé IV,Mfandena,3.777333,11.486501,+237 694 373 932,centreelecam@yahoo.fr,3317,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0069,Centre d'Inscription Électorale de Ngoa-Ekélé,Yaoundé,Yaoundé III,Ngoa-Ekélé,3.854605,11.50082,+237 678 703 042,centredinscr@gmail.com,1993,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0070,Point ELECAM Nkol-Eton 70,Yaoundé,Yaoundé VI,Nkol-Eton,3.894194,11.473926,+237 693 468 706,pointelecamn@yahoo.fr,3935,Lun–Ven 07h30–14h30,En rénovation
ELECAM-YAO-0071,Point d'Inscription ELECAM Nkozoa,Yaoundé,Yaoundé VI,Nkozoa,3.829631,11.538122,+237 694 741 526,pointdinscri@gmail.com,4246,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0072,Point d'Inscription ELECAM Essos,Yaoundé,Yaoundé II,Essos,3.905541,11.579479,+237 233 870 995,pointdinscri@elecam.cm,2081,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0073,Agence ELECAM Nsam 73,Yaoundé,Yaoundé I,Nsam,3.770067,11.496951,+237 693 743 563,agenceelecam@yahoo.fr,2249,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0074,Bureau ELECAM Yaoundé V — Biteng,Yaoundé,Yaoundé V,Biteng,3.912095,11.443191,+237 677 742 865,bureauelecam@elecam.cm,2525,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0075,Agence ELECAM Simbock 75,Yaoundé,Yaoundé VI,Simbock,3.855239,11.56814,+237 690 005 990,agenceelecam@yahoo.fr,3700,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0076,Bureau ELECAM Yaoundé VI — Kondengui,Yaoundé,Yaoundé VI,Kondengui,3.880141,11.593007,+237 693 637 943,bureauelecam@yahoo.fr,3208,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-YAO-0077,Centre d'Inscription Électorale de Nkoldongo,Yaoundé,Yaoundé VI,Nkoldongo,3.853541,11.44689,+237 678 895 277,centredinscr@yahoo.fr,1031,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0078,Centre d'Inscription Électorale de Mimboman,Yaoundé,Yaoundé VI,Mimboman,3.91089,11.522308,+237 693 335 033,centredinscr@elecam.cm,1540,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0079,Point d'Inscription ELECAM Messa,Yaoundé,Yaoundé V,Messa,3.780576,11.496255,+237 222 199 323,pointdinscri@elecam.cm,4583,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0080,Point ELECAM Briqueterie 80,Yaoundé,Yaoundé IV,Briqueterie,3.761759,11.567013,+237 677 629 625,pointelecamb@elecam.cm,3430,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0081,Centre ELECAM de Mimboman,Yaoundé,Yaoundé VI,Mimboman,3.807453,11.564541,+237 222 709 061,centreelecam@elecam.cm,1281,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0082,Centre d'Inscription Électorale de Elig-Essono,Yaoundé,Yaoundé III,Elig-Essono,3.852767,11.597345,+237 222 018 375,centredinscr@yahoo.fr,1629,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0083,Agence ELECAM Émana 83,Yaoundé,Yaoundé VI,Émana,3.739726,11.516625,+237 243 161 715,agenceelecam@yahoo.fr,1092,Lun–Sam 07h30–15h00,Temporairement fermé
ELECAM-YAO-0084,Point d'Inscription ELECAM Nkoldongo,Yaoundé,Yaoundé V,Nkoldongo,3.857777,11.58352,+237 243 321 494,pointdinscri@elecam.cm,2483,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0085,Centre ELECAM de Tsinga,Yaoundé,Yaoundé III,Tsinga,3.942111,11.448363,+237 243 840 141,centreelecam@yahoo.fr,4760,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0086,Centre d'Inscription Électorale de Odza,Yaoundé,Yaoundé IV,Odza,3.880131,11.463361,+237 690 010 117,centredinscr@gmail.com,2113,Lun–Ven 08h00–15h30,Temporairement fermé
ELECAM-YAO-0087,Point d'Inscription ELECAM Nsimeyong,Yaoundé,Yaoundé VI,Nsimeyong,3.866599,11.564168,+237 242 929 944,pointdinscri@elecam.cm,4160,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0088,Point ELECAM Odza 88,Yaoundé,Yaoundé VII,Odza,3.791715,11.501611,+237 233 272 989,pointelecamo@yahoo.fr,3034,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0089,Bureau ELECAM Yaoundé VI — Ahala,Yaoundé,Yaoundé VI,Ahala,3.905022,11.441201,+237 242 337 511,bureauelecam@gmail.com,2532,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0090,Agence ELECAM Nkozoa 90,Yaoundé,Yaoundé IV,Nkozoa,3.818589,11.577104,+237 694 489 808,agenceelecam@elecam.cm,4098,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0091,Point ELECAM Ekounou 91,Yaoundé,Yaoundé II,Ekounou,3.954812,11.479561,+237 242 311 994,pointelecame@gmail.com,1621,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-YAO-0092,Agence ELECAM Mimboman 92,Yaoundé,Yaoundé III,Mimboman,3.940531,11.55221,+237 694 086 560,agenceelecam@gmail.com,2330,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0093,Point d'Inscription ELECAM Briqueterie,Yaoundé,Yaoundé II,Briqueterie,3.799428,11.51555,+237 691 425 241,pointdinscri@gmail.com,3420,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0094,Bureau ELECAM Yaoundé VII — Nsimeyong,Yaoundé,Yaoundé VII,Nsimeyong,3.806405,11.515938,+237 691 903 762,bureauelecam@gmail.com,3057,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0095,Centre d'Inscription Électorale de Mfandena,Yaoundé,Yaoundé I,Mfandena,3.839971,11.44926,+237 243 005 426,centredinscr@yahoo.fr,1026,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0096,Point d'Inscription ELECAM Kondengui,Yaoundé,Yaoundé I,Kondengui,3.864287,11.463078,+237 242 888 800,pointdinscri@elecam.cm,2484,Lun–Sam 08h00–16h00,Temporairement fermé
ELECAM-YAO-0097,Agence ELECAM Nkol-Afeme 97,Yaoundé,Yaoundé VII,Nkol-Afeme,3.939316,11.470525,+237 691 526 710,agenceelecam@yahoo.fr,2611,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0098,Agence ELECAM Djoungolo 98,Yaoundé,Yaoundé V,Djoungolo,3.783682,11.432394,+237 222 822 342,agenceelecam@gmail.com,654,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0099,Agence ELECAM Obili 99,Yaoundé,Yaoundé V,Obili,3.739139,11.504124,+237 690 421 397,agenceelecam@yahoo.fr,3164,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0100,Centre d'Inscription Électorale de Simbock,Yaoundé,Yaoundé VI,Simbock,3.83936,11.453274,+237 693 609 773,centredinscr@elecam.cm,3625,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0101,Point d'Inscription ELECAM Etoudi,Yaoundé,Yaoundé IV,Etoudi,3.797624,11.5754,+237 222 388 324,pointdinscri@gmail.com,2844,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0102,Point ELECAM Bastos 102,Yaoundé,Yaoundé III,Bastos,3.780423,11.475684,+237 678 669 594,pointelecamb@gmail.com,4550,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0103,Centre d'Inscription Électorale de Nkolo,Yaoundé,Yaoundé VII,Nkolo,3.862048,11.53247,+237 693 153 006,centredinscr@elecam.cm,1326,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0104,Bureau ELECAM Yaoundé V — Simbock,Yaoundé,Yaoundé V,Simbock,3.848545,11.418977,+237 691 287 804,bureauelecam@gmail.com,2827,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0105,Bureau ELECAM Yaoundé V — Nsam,Yaoundé,Yaoundé V,Nsam,3.935361,11.536605,+237 233 830 889,bureauelecam@gmail.com,4746,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0106,Point ELECAM Mokolo 106,Yaoundé,Yaoundé III,Mokolo,3.793025,11.485547,+237 243 397 630,pointelecamm@elecam.cm,2714,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0107,Point ELECAM Carrière 107,Yaoundé,Yaoundé III,Carrière,3.827882,11.592985,+237 242 555 585,pointelecamc@yahoo.fr,883,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0108,Bureau ELECAM Yaoundé V — Ahala,Yaoundé,Yaoundé V,Ahala,3.89538,11.599966,+237 243 853 748,bureauelecam@yahoo.fr,2341,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0109,Bureau ELECAM Yaoundé V — Oyomabang,Yaoundé,Yaoundé V,Oyomabang,3.793612,11.579178,+237 695 770 991,bureauelecam@gmail.com,1648,Lun–Ven 07h30–14h30,Temporairement fermé
ELECAM-YAO-0110,Point d'Inscription ELECAM Émana,Yaoundé,Yaoundé I,Émana,3.842318,11.539426,+237 690 525 135,pointdinscri@elecam.cm,4082,Lun–Ven 08h00–15h30,En rénovation
ELECAM-YAO-0111,Point d'Inscription ELECAM Nkol-Afeme,Yaoundé,Yaoundé VI,Nkol-Afeme,3.763952,11.540597,+237 691 303 822,pointdinscri@elecam.cm,534,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0112,Point d'Inscription ELECAM Mendong,Yaoundé,Yaoundé III,Mendong,3.939483,11.523245,+237 690 652 502,pointdinscri@gmail.com,2439,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0113,Agence ELECAM Ngoa-Ekélé 113,Yaoundé,Yaoundé VII,Ngoa-Ekélé,3.928429,11.536815,+237 233 089 152,agenceelecam@yahoo.fr,4097,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0114,Point ELECAM Mfandena 114,Yaoundé,Yaoundé II,Mfandena,3.889103,11.520032,+237 243 381 490,pointelecamm@gmail.com,4337,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0115,Point d'Inscription ELECAM Mvan,Yaoundé,Yaoundé II,Mvan,3.764618,11.547381,+237 233 965 836,pointdinscri@gmail.com,3385,Lun–Sam 07h30–15h00,Opérationnel
ELECAM-YAO-0116,Point ELECAM Nkolo 116,Yaoundé,Yaoundé I,Nkolo,3.850369,11.40217,+237 233 784 855,pointelecamn@yahoo.fr,4516,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0117,Centre d'Inscription Électorale de Nlongkak,Yaoundé,Yaoundé II,Nlongkak,3.766502,11.54999,+237 694 784 458,centredinscr@gmail.com,2348,Lun–Sam 08h00–16h00,Opérationnel
ELECAM-YAO-0118,Point ELECAM Santa Barbara 118,Yaoundé,Yaoundé I,Santa Barbara,3.839252,11.55501,+237 694 859 607,pointelecams@elecam.cm,4171,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0119,Point d'Inscription ELECAM Efoulan,Yaoundé,Yaoundé I,Efoulan,3.823375,11.566971,+237 678 242 129,pointdinscri@elecam.cm,3447,Lun–Ven 07h30–14h30,Opérationnel
ELECAM-YAO-0120,Point ELECAM Nkomo 120,Yaoundé,Yaoundé V,Nkomo,3.771777,11.435471,+237 243 814 426,pointelecamn@gmail.com,898,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0121,Point d'Inscription ELECAM Ngoa-Ekélé,Yaoundé,Yaoundé IV,Ngoa-Ekélé,3.857055,11.478474,+237 242 691 561,pointdinscri@gmail.com,942,Lun–Ven 08h00–15h30,Temporairement fermé
ELECAM-YAO-0122,Agence ELECAM Mokolo 122,Yaoundé,Yaoundé II,Mokolo,3.889698,11.581518,+237 677 559 569,agenceelecam@gmail.com,2691,Lun–Ven 08h00–15h30,Opérationnel
ELECAM-YAO-0123,Bureau ELECAM Yaoundé III — Mimboman,Yaoundé,Yaoundé III,Mimboman,3.93359,11.529774,+237 679 255 622,bureauelecam@elecam.cm,3284,Lun–Ven 07h30–14h30,Opérationnel
